study_id,match,paper_count,doi,first_author,surname,authors,title,abstract,journal,year,month,volume,issue,pages,inclusion,which_check,uni_name,ab_uni_name,working_group_name,uni_working_group,qualification,working_group_number,Number_person_in_working_group,nr_researchers,group_paper_count,publication_strength,quartile,links,federal_state,state_uni,form,Ansprache,Countercheck_Website,Countercheck_Category,Countercheck_Kommentar,Countercheck_ls_or_jd,Countercheck_inclusion,Countercheck_which_check,notes_covidence,covidence_support_binary,covidence_support
82,anonymized,11,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,78,7,14,26,1.857142857,2,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
83,anonymized,11,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,78,7,14,26,1.857142857,2,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
84,anonymized,11,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,78,7,14,26,1.857142857,2,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
85,anonymized,11,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,78,7,14,26,1.857142857,2,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
86,anonymized,11,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,78,7,14,26,1.857142857,2,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
87,anonymized,11,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,78,7,14,26,1.857142857,2,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
88,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,50,3,8,35,4.375,4,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
89,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,70,9,10,16,1.6,2,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
90,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,8,27,31,63,2.032258065,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
91,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,7,4,24,48,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
92,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,24,2,21,39,1.857142857,2,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
93,anonymized,9,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,49,8,14,35,2.5,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
94,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,30,1,8,19,2.375,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
95,anonymized,9,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,49,8,14,35,2.5,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
96,anonymized,9,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,49,8,14,35,2.5,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
97,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,7,4,24,48,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
98,anonymized,11,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,78,7,14,26,1.857142857,2,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
99,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,85,2,13,16,1.230769231,1,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
100,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,79,15,16,42,2.625,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
101,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,22,20,21,56,2.666666667,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
102,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,22,20,21,56,2.666666667,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
103,anonymized,9,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,49,8,14,35,2.5,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
104,anonymized,9,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,49,8,14,35,2.5,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
105,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,26,3,12,16,1.333333333,2,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
106,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,24,2,21,39,1.857142857,2,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
107,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,42,3,10,30,3,4,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
108,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,7,4,24,48,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
109,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,7,4,24,48,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
110,anonymized,9,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,49,8,14,35,2.5,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
111,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,7,17,24,48,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
112,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,7,4,24,48,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
113,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,22,20,21,56,2.666666667,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
114,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,85,2,13,16,1.230769231,1,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
115,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,22,20,21,56,2.666666667,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
116,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,72,31,34,46,1.352941176,2,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
117,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,7,4,24,48,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
118,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,8,27,31,63,2.032258065,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
119,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,49,1,14,35,2.5,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
120,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,22,20,21,56,2.666666667,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
121,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,22,20,21,56,2.666666667,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
122,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,85,2,13,16,1.230769231,1,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
123,anonymized,9,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,49,8,14,35,2.5,3,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
124,anonymized,11,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,78,7,14,26,1.857142857,2,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
125,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,10,13,36,35,0.972222222,1,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
126,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,10,13,36,35,0.972222222,1,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
127,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,10,13,36,35,0.972222222,1,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_before_zero,NA,jd,true,step2,anonymized,,
128,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,40,3,4,5,1.25,1,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_chemnitz,NA,ls,true,step2,anonymized,,
129,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step2,anonymized,anonymized,anonymized,anonymized,anonymized,40,1,4,5,1.25,1,anonymized,anonymized,anonymized,anonymized,anonymized,false_negative,new_chemnitz,NA,ls,true,step2,anonymized,,
